document_id,clean_text,sentiment
203,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,neutral
204,scared go wrong looks doesnt 1 100 recommend,negative
205,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,negative
206,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,neutral
207,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,negative
208,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,positive
209,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,negative
210,carrier activate unpaid overdue charges unusable,positive
211,certified dead pixels flickering,positive
212,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,neutral
213,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,neutral
214,scared go wrong looks doesnt 1 100 recommend,negative
215,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,neutral
216,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,negative
217,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,negative
218,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,neutral
219,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,negative
220,carrier activate unpaid overdue charges unusable,positive
221,certified dead pixels flickering,negative
222,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,positive
223,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,positive
224,scared go wrong looks doesnt 1 100 recommend,neutral
225,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,neutral
226,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,negative
227,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,neutral
228,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,negative
229,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,negative
230,carrier activate unpaid overdue charges unusable,neutral
231,certified dead pixels flickering,negative
232,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,positive
233,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,negative
234,scared go wrong looks doesnt 1 100 recommend,positive
235,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,positive
236,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,neutral
237,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,neutral
238,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,negative
239,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,neutral
240,carrier activate unpaid overdue charges unusable,negative
241,certified dead pixels flickering,negative
242,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,neutral
243,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,negative
244,scared go wrong looks doesnt 1 100 recommend,positive
245,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,negative
246,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,positive
247,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,positive
248,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,neutral
249,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,neutral
250,carrier activate unpaid overdue charges unusable,negative
251,certified dead pixels flickering,neutral
252,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,negative
253,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,negative
254,scared go wrong looks doesnt 1 100 recommend,neutral
255,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,negative
256,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,positive
257,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,negative
258,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,positive
259,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,positive
260,carrier activate unpaid overdue charges unusable,neutral
261,certified dead pixels flickering,neutral
262,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,negative
263,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,neutral
264,scared go wrong looks doesnt 1 100 recommend,negative
265,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,negative
266,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,neutral
267,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,negative
268,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,positive
269,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,negative
270,carrier activate unpaid overdue charges unusable,positive
271,certified dead pixels flickering,positive
272,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,neutral
273,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,neutral
274,scared go wrong looks doesnt 1 100 recommend,negative
275,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,neutral
276,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,negative
277,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,negative
278,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,neutral
279,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,negative
280,carrier activate unpaid overdue charges unusable,positive
281,certified dead pixels flickering,negative
282,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,positive
283,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,positive
284,scared go wrong looks doesnt 1 100 recommend,neutral
285,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,neutral
286,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,negative
287,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,neutral
288,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,negative
289,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,negative
290,carrier activate unpaid overdue charges unusable,neutral
291,certified dead pixels flickering,negative
292,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,positive
293,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,negative
294,scared go wrong looks doesnt 1 100 recommend,positive
295,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,positive
296,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,neutral
297,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,neutral
298,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,negative
299,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,neutral
300,carrier activate unpaid overdue charges unusable,negative
301,certified dead pixels flickering,negative
302,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,neutral
303,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,negative
304,scared go wrong looks doesnt 1 100 recommend,positive
305,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,negative
306,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,positive
307,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,positive
308,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,neutral
309,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,neutral
310,carrier activate unpaid overdue charges unusable,negative
311,certified dead pixels flickering,neutral
312,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,negative
313,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,negative
314,scared go wrong looks doesnt 1 100 recommend,neutral
315,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,negative
316,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,positive
317,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,negative
318,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,positive
319,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,positive
320,carrier activate unpaid overdue charges unusable,neutral
321,certified dead pixels flickering,neutral
322,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,negative
323,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,neutral
324,scared go wrong looks doesnt 1 100 recommend,negative
325,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,negative
326,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,neutral
327,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,negative
328,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,positive
329,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,negative
330,carrier activate unpaid overdue charges unusable,positive
331,certified dead pixels flickering,positive
332,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,neutral
333,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,neutral
334,scared go wrong looks doesnt 1 100 recommend,negative
335,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,neutral
336,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,negative
337,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,negative
338,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,neutral
339,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,negative
340,carrier activate unpaid overdue charges unusable,positive
341,certified dead pixels flickering,negative
342,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,positive
343,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,positive
344,scared go wrong looks doesnt 1 100 recommend,neutral
345,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,neutral
346,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,negative
347,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,neutral
348,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,negative
349,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,negative
350,carrier activate unpaid overdue charges unusable,neutral
351,certified dead pixels flickering,negative
352,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,positive
353,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,negative
354,scared go wrong looks doesnt 1 100 recommend,positive
355,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,positive
356,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,neutral
357,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,neutral
358,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,negative
359,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,neutral
360,carrier activate unpaid overdue charges unusable,negative
361,certified dead pixels flickering,negative
362,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,neutral
363,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,negative
364,scared go wrong looks doesnt 1 100 recommend,positive
365,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,negative
366,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,positive
367,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,positive
368,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,neutral
369,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,neutral
370,carrier activate unpaid overdue charges unusable,negative
371,certified dead pixels flickering,neutral
372,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,negative
373,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,negative
374,scared go wrong looks doesnt 1 100 recommend,neutral
375,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,negative
376,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,positive
377,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,negative
378,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,positive
379,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,positive
380,carrier activate unpaid overdue charges unusable,neutral
381,certified dead pixels flickering,neutral
382,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,negative
383,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,neutral
384,scared go wrong looks doesnt 1 100 recommend,negative
385,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,negative
386,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,neutral
387,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,negative
388,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,positive
389,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,negative
390,carrier activate unpaid overdue charges unusable,positive
391,certified dead pixels flickering,positive
392,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,neutral
393,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,neutral
394,scared go wrong looks doesnt 1 100 recommend,negative
395,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,neutral
396,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,negative
397,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,negative
398,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,neutral
399,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,negative
400,carrier activate unpaid overdue charges unusable,positive
401,certified dead pixels flickering,negative
402,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,positive
403,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,positive
404,scared go wrong looks doesnt 1 100 recommend,neutral
